Gene	WT-1	WT-2	rhpS-1	rhpS-2
PSPPH_4648	59	105	40	9
PSPPH_4649	4	10	2	1
PSPPH_4650	35	67	12	6
PSPPH_4651	34	59	12	2
PSPPH_4652	19	27	5	3
PSPPH_4653	12	31	8	3
PSPPH_4654	47	81	22	9
PSPPH_4655	34	62	6	7
PSPPH_4656	28	40	11	4
PSPPH_4657	23	42	13	10
PSPPH_4658	16	29	9	6
PSPPH_4659	14	7	8	0
maoC2	17	31	30	12
PSPPH_4661	80	131	29	11
PSPPH_4662	55	63	18	7
PSPPH_4663	6	21	2	3
PSPPH_4664	49	64	11	5
mpl	193	261	38	13
PSPPH_4666	248	361	44	21
eutB	51	98	32	12
eutC	23	48	13	8
PSPPH_4669	56	77	39	18
PSPPH_4670	38	37	16	8
PSPPH_4671	11	20	12	8
ppa	280	371	119	57
PSPPH_4673	1	4	0	0
PSPPH_4674	1	6	0	0
PSPPH_4675	29	32	8	6
PSPPH_4676	10	14	3	3
PSPPH_4677	18	57	5	6
PSPPH_4678	2	3	1	0
PSPPH_4679	6	9	5	0
PSPPH_4680	6	17	1	1
PSPPH_4681	3	15	3	0
PSPPH_4682	5	12	4	2
PSPPH_4683	2	24	1	0
PSPPH_4684	1	2	0	0
PSPPH_4685	0	4	0	0
PSPPH_4686	14	64	4	2
PSPPH_4689	2	1	1	0
PSPPH_4690	20	30	6	4
PSPPH_4691	13	27	6	2
PSPPH_4692	61	81	29	3
PSPPH_4693	26	43	5	2
PSPPH_4694	15	31	7	1
PSPPH_4695	0	0	2	1
PSPPH_4696	8	34	9	1
PSPPH_4697	8	20	11	0
PSPPH_4699	33	51	32	12
PSPPH_4700	28	42	14	8
PSPPH_4701	312	395	333	176
PSPPH_4702	85	102	119	37
pqqF	38	77	23	18
pqqA	13	16	3	1
pqqB	93	127	40	18
pqqC	60	98	17	12
ppqD	10	22	3	5
pqqE	74	90	42	14
PSPPH_4709	130	177	40	34
PSPPH_4710	10	18	6	2
PSPPH_4711	13	25	36	11
PSPPH_4712	564	664	88	34
PSPPH_4713	1	9	0	0
PSPPH_4715	3022	4182	224	90
PSPPH_4716	42	40	33	9
PSPPH_4717	37	41	5	5
bioC	66	109	31	8
bioH	61	63	14	12
bioF	177	267	34	15
bioB	634	917	305	131
comF	26	26	15	2
PSPPH_4723	6	17	3	0
PSPPH_4724	12	22	11	4
PSPPH_4725	8	15	2	1
PSPPH_4726	9	6	0	0
PSPPH_4727	6	8	3	0
PSPPH_4728	12	20	3	0
PSPPH_4729	12	24	3	3
PSPPH_4730	7	10	7	0
PSPPH_4731	75	88	27	9
rarD	43	66	23	8
PSPPH_4733	42	53	28	15
glcB	212	275	24	11
PSPPH_4735	3	9	3	0
hopAS1	19	63	8	3
PSPPH_4737	23	28	16	2
PSPPH_4738	9	14	9	0
PSPPH_4739	43	50	8	0
PSPPH_4740	13	17	2	0
PSPPH_4741	6	9	4	0
glyA2	8	25	6	3
PSPPH_4743	20	30	28	14
PSPPH_4744	12	26	2	3
PSPPH_4746	0	2	0	0
PSPPH_4747	80	129	22	10
PSPPH_4748	38	69	13	3
PSPPH_4749	66	72	13	6
glyA	12	25	0	0
soxB	6	23	0	0
soxD	0	4	0	0
soxA	16	49	2	3
soxG	12	9	4	1
purU3	20	31	18	6
fdhA2	56	92	40	21
PSPPH_4757	6	2	1	0
PSPPH_4758	74	96	19	6
PSPPH_4759	60	60	14	10
PSPPH_4760	36	39	11	0
PSPPH_4761	50	104	41	14
PSPPH_4762	1	1	0	0
PSPPH_4763	4	17	3	1
PSPPH_4764	9	17	1	2
PSPPH_4765	3	9	1	2
betA	1147	1638	469	173
betB	1114	1512	448	251
betI	119	177	42	18
PSPPH_4769	37	62	12	2
PSPPH_4770	38	54	4	3
folA	21	26	8	4
PSPPH_4772	28	52	7	2
trmB	37	54	15	5
thiG	45	98	32	20
thiS	9	24	7	2
PSPPH_4776	8	11	15	5
mtgA	36	48	13	13
rpoH	445	668	381	149
ftsX	68	89	36	17
ftsE	69	79	26	2
ftsY	155	185	48	20
PSPPH_4782	111	132	34	15
PSPPH_4783	104	129	23	13
PSPPH_4784	34	38	9	4
PSPPH_4785	47	122	18	4
PSPPH_4786	56	82	17	11
PSPPH_4787	181	181	39	12
PSPPH_4788	27	32	5	2
coaD	108	109	39	23
PSPPH_4790	12	18	6	1
PSPPH_4791	19	29	11	3
mutM	80	70	31	7
PSPPH_4793	96	138	43	18
pfpi	16	20	14	3
PSPPH_4795	85	113	38	15
PSPPH_4796	38	29	9	1
PSPPH_4798	70	96	7	5
PSPPH_4799	76	97	14	5
PSPPH_4800	70	99	15	7
PSPPH_4801	145	216	86	26
msrA	175	248	58	23
PSPPH_4803	131	187	72	21
PSPPH_4804	11	17	2	2
PSPPH_4805	13	27	2	3
PSPPH_4806	18	34	4	3
PSPPH_4807	22	70	5	3
PSPPH_4808	9	14	2	0
PSPPH_4809	6	14	0	1
PSPPH_4810	5	18	3	2
noxB	4	15	1	1
PSPPH_4813	5	23	2	2
PSPPH_4814	26	37	16	17
PSPPH_4815	16	43	10	4
fba	410	595	153	72
PSPPH_4818	28	38	10	9
pgk	211	266	36	31
epd	71	97	9	4
tkt	863	1329	153	67
PSPPH_4822	10	23	13	7
metK	147	184	160	61
PSPPH_4825	20	44	13	9
PSPPH_4826	29	40	16	4
PSPPH_4827	21	34	6	0
PSPPH_4828	16	34	6	2
PSPPH_4829	5	14	0	1
PSPPH_4830	4	4	1	1
PSPPH_4831	7	44	1	1
PSPPH_4832	32	45	8	6
PSPPH_4833	179	249	47	17
PSPPH_4834	14	33	9	6
PSPPH_4836	0	2	0	0
PSPPH_4838	4	10	0	1
PSPPH_4839	1	9	1	2
PSPPH_4840	38	56	29	11
PSPPH_4841	18	42	2	3
PSPPH_4842	1	10	1	0
PSPPH_4844	81	94	18	11
typA	777	1187	210	104
thiI	113	118	63	21
glnA	856	1294	351	144
PSPPH_4848	2	5	2	1
aroH	8	10	4	4
PSPPH_4850	5	13	10	3
PSPPH_4851	0	12	5	1
glnL	20	22	24	6
ntrC	96	126	29	11
PSPPH_4854	91	110	22	7
PSPPH_4855	9	23	2	0
PSPPH_4856	14	11	3	2
PSPPH_4857	10	28	3	1
PSPPH_4858	18	25	3	2
PSPPH_4859	113	159	31	16
hutU	31	74	0	1
PSPPH_4861	16	46	5	2
PSPPH_4862	22	42	7	1
PSPPH_4863	21	34	6	1
hutH1	49	62	6	1
hutH2	77	99	17	7
PSPPH_4866	63	97	25	10
hutI	62	88	21	13
PSPPH_4869	1092	1454	68	24
cadR	9	14	2	0
PSPPH_4871	6	18	12	4
thyA	101	143	59	27
lgt	105	148	63	23
ptsP	214	311	157	64
nudH	54	80	34	19
PSPPH_4876	84	110	16	12
PSPPH_4877	14	30	6	2
ilvA2	0	6	0	0
ilvA3	49	80	24	12
rpiA	35	64	18	14
PSPPH_4882	40	59	26	7
PSPPH_4883	180	262	43	23
PSPPH_4884	310	402	101	43
serA	340	503	103	39
PSPPH_4886	39	64	13	8
PSPPH_4887	7	29	11	4
PSPPH_4888	20	47	14	7
PSPPH_4889	45	79	39	16
PSPPH_4890	72	90	30	13
potI	86	93	14	3
potH	71	100	14	6
potG	130	189	27	9
PSPPH_4894	164	220	40	17
PSPPH_4895	272	411	46	25
PSPPH_4896	98	144	29	5
PSPPH_4897	259	434	36	40
PSPPH_4898	263	402	89	35
PSPPH_4899	10	11	5	3
PSPPH_4900	5	25	5	1
PSPPH_4902	0	5	0	1
PSPPH_4903	2	11	1	1
ssuC	2	5	2	0
PSPPH_4905	9	7	2	2
PSPPH_4906	13	27	6	3
PSPPH_4907	547	907	304	139
tauA	2	13	2	0
cmpC	1	17	2	0
PSPPH_4910	3	8	0	0
PSPPH_4911	8	21	7	1
PSPPH_4912	17	29	3	6
secB	265	393	70	23
grxC	24	64	11	7
PSPPH_4915	47	85	26	10
gpmI	398	531	117	43
PSPPH_4917	60	58	32	15
PSPPH_4918	319	425	104	40
PSPPH_4919	55	86	15	4
PSPPH_4920	17	34	6	3
PSPPH_4921	29	58	18	4
PSPPH_4922	101	159	38	19
hisA	143	224	42	31
PSPPH_4924	25	27	3	6
hisH	117	141	24	9
hisB	125	220	54	23
tyrB	167	254	40	16
PSPPH_4928	206	237	25	16
PSPPH_4929	248	363	66	27
mutY	54	69	28	7
PSPPH_4931	22	25	11	3
PSPPH_4933	11	18	4	2
PSPPH_4934	20	30	6	1
PSPPH_4935	17	27	8	2
PSPPH_4936	29	34	6	4
gabP	59	108	21	6
PSPPH_4938	35	69	26	14
PSPPH_4939	129	171	44	13
PSPPH_4941	18	28	3	2
PSPPH_4942	20	46	9	4
PSPPH_4943	9	13	7	2
PSPPH_4944	6	20	1	1
PSPPH_4946	5	3	2	0
PSPPH_4947	1	2	0	0
PSPPH_4948	4	14	0	1
PSPPH_4950	3	8	0	0
PSPPH_4951	4	18	4	1
PSPPH_4952	2	9	3	0
PSPPH_4953	13	23	5	1
PSPPH_4954	4	3	0	0
PSPPH_4955	2	9	1	0
PSPPH_4956	1	0	0	0
PSPPH_4957	2	22	1	0
PSPPH_4958	0	0	0	0
PSPPH_4959	1	2	0	0
PSPPH_4960	4	5	2	0
PSPPH_4961	1	8	0	0
PSPPH_4962	1	4	0	1
PSPPH_4963	0	2	0	0
PSPPH_4964	2	7	0	0
PSPPH_4965	0	2	1	0
PSPPH_4966	0	2	0	0
PSPPH_4967	0	2	3	0
PSPPH_4969	2	7	0	0
PSPPH_4970	1	3	1	0
PSPPH_4971	0	15	0	0
PSPPH_4972	3	7	2	0
PSPPH_4973	13	25	8	2
PSPPH_4974	30	50	61	35
PSPPH_4975	12	27	7	4
PSPPH_4976	3	37	0	0
PSPPH_4977	14	24	9	3
PSPPH_4978	26	67	12	4
PSPPH_4979	35	128	2	3
PSPPH_4980	29	69	6	7
PSPPH_4981	69	103	18	6
PSPPH_4982	8	22	0	0
PSPPH_4983	23	33	7	1
PSPPH_4984	22	27	18	6
PSPPH_4985	197	269	60	21
PSPPH_4986	94	168	18	13
PSPPH_4987	7	18	1	3
PSPPH_4988	0	3	0	0
PSPPH_4989	0	0	0	0
PSPPH_4990	3	2	0	1
PSPPH_4991	2	26	1	1
PSPPH_4992	1	12	1	1
PSPPH_4993	3	12	1	1
PSPPH_4994	139	243	54	23
PSPPH_4995	226	311	68	41
PSPPH_4996	10	56	1	5
PSPPH_4997	21	41	5	3
PSPPH_4998	116	127	29	16
PSPPH_4999	29	42	6	4
glnB	139	187	72	23
amt2	117	134	31	21
PSPPH_5002	92	101	41	29
PSPPH_5003	115	154	126	44
PSPPH_5004	26	41	15	9
xerC	41	45	14	8
PSPPH_5006	82	117	28	6
dapF	97	159	21	8
lysA	289	374	80	33
PSPPH_5009	6	2	2	2
PSPPH_5010	12	21	12	7
PSPPH_5011	18	22	4	1
rnk	37	50	14	5
cyaA	29	94	14	13
PSPPH_5014	70	123	52	24
PSPPH_5015	16	42	16	9
gltP	38	75	37	14
rimK	34	53	14	9
PSPPH_5018	19	22	6	2
PSPPH_5019	26	59	19	7
PSPPH_5020	47	45	8	5
hslO	134	142	32	15
pckA	350	474	106	61
PSPPH_5023	28	86	10	3
PSPPH_5024	36	44	14	7
PSPPH_5025	5	39	0	0
PSPPH_5026	94	143	34	13
PSPPH_5027	104	148	18	6
dehII2	168	245	82	43
PSPPH_5030	48	92	69	21
PSPPH_5031	20	24	11	3
PSPPH_5032	8	18	7	2
PSPPH_5033	31	51	9	6
PSPPH_5034	1	4	0	2
PSPPH_5035	14	27	14	3
PSPPH_5036	21	28	12	2
argE2	38	48	15	7
PSPPH_5039	60	95	11	7
gabT3	107	174	40	22
PSPPH_5041	38	36	25	17
PSPPH_5042	17	36	18	6
PSPPH_5043	8	19	1	2
PSPPH_5044	3	29	3	4
PSPPH_5045	5	11	4	0
PSPPH_5046	3	6	0	0
PSPPH_5047	0	6	0	0
PSPPH_5048	1	11	0	1
PSPPH_5049	14	40	5	1
PSPPH_5050	1	4	2	0
PSPPH_5051	1	7	0	1
tonB4	1	10	0	3
PSPPH_5053	134	150	22	15
PSPPH_5054	10	16	6	0
PSPPH_5055	4	6	1	1
PSPPH_5056	5	8	1	0
PSPPH_5057	54	64	27	12
PSPPH_5058	7	9	2	0
PSPPH_5059	6	22	6	3
PSPPH_5060	10	27	7	8
PSPPH_5061	52	80	23	11
PSPPH_5062	1	2	0	0
PSPPH_5063	91	105	25	14
PSPPH_5064	2	16	5	1
PSPPH_5065	16	23	4	3
PSPPH_5066	36	78	6	9
PSPPH_5067	16	38	5	2
PSPPH_5068	125	142	41	26
PSPPH_5069	324	385	77	30
PSPPH_5070	60	71	10	7
PSPPH_5071	46	88	22	4
PSPPH_5072	324	481	80	32
PSPPH_5073	35	72	11	10
PSPPH_5074	22	23	8	4
PSPPH_5075	0	7	0	0
PSPPH_5077	7	50	2	0
PSPPH_5078	0	16	3	0
PSPPH_5079	94	139	24	14
PSPPH_5080	13	29	12	5
acpP2	16	12	7	2
PSPPH_5082	13	28	11	5
PSPPH_5083	25	36	11	7
PSPPH_5084	194	218	47	22
PSPPH_5085	110	145	14	2
PSPPH_5086	136	188	19	4
PSPPH_5087	51	81	34	18
PSPPH_5088	8	15	3	3
PSPPH_5089	11	13	5	2
PSPPH_5090	27	64	13	9
PSPPH_5091	13	20	8	1
PSPPH_5097	4	13	3	0
pntAA	26	28	10	1
pntAB	1	3	1	0
pntB	21	36	8	3
psecoA	281	462	135	54
PSPPH_5102	309	358	256	110
PSPPH_5103	62	95	46	29
PSPPH_5104	16	39	15	11
PSPPH_5105	41	32	24	7
PSPPH_5106	64	102	17	12
PSPPH_5107	14	16	17	4
PSPPH_5108	1	8	0	0
PSPPH_5109	16	33	4	4
rubB	104	170	34	18
rubA	23	25	11	5
PSPPH_5112	13	20	15	0
ubiA	20	42	12	8
phoB	27	26	16	9
phoR	5	24	9	3
PSPPH_5116	53	67	37	8
PSPPH_5117	28	35	23	9
PSPPH_5118	23	36	13	2
phoU	57	88	22	14
pstB2	32	38	26	13
PSPPH_5121	22	30	12	2
PSPPH_5122	19	38	14	10
PSPPH_5123	4	18	9	3
PSPPH_5124	31	57	13	5
PSPPH_5125	26	27	9	3
PSPPH_5126	83	110	19	7
PSPPH_5127	22	23	10	5
PSPPH_5128	38	40	12	8
purK	138	218	70	31
purE	84	124	53	29
PSPPH_5131	4	12	2	1
PSPPH_5132	22	42	28	15
aspA	56	69	113	46
PSPPH_5134	81	155	38	17
ansA	48	80	13	13
PSPPH_5136	41	77	20	6
PSPPH_5137	71	87	14	14
PSPPH_5138	15	21	6	3
PSPPH_5139	23	43	2	7
PSPPH_5140	18	32	8	4
PSPPH_5141	78	115	27	12
oadA	1140	1531	83	25
PSPPH_5143	918	1251	117	54
PSPPH_5144	12	39	11	1
PSPPH_5145	45	59	9	1
PSPPH_5146	0	3	0	0
uvrD	192	256	50	37
PSPPH_5148	591	761	138	66
PSPPH_5149	136	219	67	18
PSPPH_5150	62	76	24	4
PSPPH_5151	33	67	29	9
PSPPH_5152	22	47	12	8
PSPPH_5153	21	29	14	10
PSPPH_5154	29	46	21	8
PSPPH_5155	6	12	1	1
PSPPH_5156	17	21	7	1
PSPPH_5157	25	42	10	5
PSPPH_5158	2	7	2	0
amiC	41	32	20	3
PSPPH_5160	21	58	10	5
cls	20	38	14	7
cfa2	67	87	30	23
cadA	74	90	24	9
PSPPH_5164	14	36	4	1
PSPPH_5165	19	33	5	3
PSPPH_5166	42	57	4	3
PSPPH_5167	4	4	0	0
PSPPH_5168	452	678	73	40
PSPPH_5169	1	17	5	2
PSPPH_5170	13	24	4	4
PSPPH_5171	14	18	1	2
PSPPH_5172	29	51	10	10
PSPPH_5173	8	29	3	2
PSPPH_5174	5	20	4	3
PSPPH_5175	4	19	0	0
PSPPH_5176	13	30	4	1
PSPPH_5177	7	11	3	0
PSPPH_5178	3	20	1	3
cysC2	15	28	15	8
PSPPH_5180	9	21	15	4
PSPPH_5181	6	14	1	0
PSPPH_5182	2	7	1	0
PSPPH_5183	11	32	7	3
PSPPH_5184	1	15	0	0
PSPPH_5185	8	13	2	0
PSPPH_5186	36	71	10	2
scrY	242	351	88	40
PSPPH_5188	218	291	44	25
PSPPH_5189	149	198	29	18
PSPPH_5190	138	176	20	8
malK	283	376	64	23
scrB	420	618	85	33
PSPPH_5193	194	286	68	33
PSPPH_5194	19	35	20	5
PSPPH_5196	0	4	0	0
PSPPH_5197	11	12	4	3
PSPPH_5198	6	9	3	2
PSPPH_5202	1	4	2	1
glmS	69	117	38	10
PSPPH_5204	9	18	8	1
glmU	122	200	72	34
atpC	145	238	98	40
atpD	1445	2179	584	307
atpG	739	1097	257	110
atpA	1734	2937	628	315
atpH	615	930	211	138
atpF	607	880	316	123
atpE	282	393	134	51
atpB	232	333	156	66
atpI	5	23	20	7
parB	146	215	59	30
parA	146	233	106	45
gidB	89	138	34	18
gidA	303	455	188	72
trmE	55	86	24	11
PSPPH_5220	313	477	141	52
PSPPH_5221	15	36	17	3
rnpA	46	75	37	20
rpmH	127	149	69	30
PSPPH_5224	0	0	0	0
PSPPH_A0001	5	12	2	0
PSPPH_A0002	50	129	26	14
PSPPH_A0004	1	11	2	0
PSPPH_A0005	0	0	0	0
PSPPH_A0006	0	0	0	0
PSPPH_A0007	0	0	0	0
PSPPH_A0008	0	0	0	0
hopW1-1	2	0	0	0
hopD1	95	285	51	17
PSPPH_A0011	0	0	0	0
hopQ1	74	188	73	27
PSPPH_A0014	3	9	0	0
PSPPH_A0016	28	231	7	11
PSPPH_A0017	34	75	5	4
PSPPH_A0018	24	86	8	10
PSPPH_A0019	61	185	29	6
PSPPH_A0021	34	49	10	3
PSPPH_A0022	38	43	19	6
PSPPH_A0023	5	6	0	0
PSPPH_A0025	18	26	9	6
PSPPH_A0026	18	36	7	5
PSPPH_A0027	124	209	43	21
PSPPH_A0028	7	22	4	4
PSPPH_A0029	6	7	3	1
PSPPH_A0030	9	10	3	1
hopAU1	223	318	78	57
PSPPH_A0032	24	56	23	13
PSPPH_A0033	11	23	1	4
PSPPH_A0034	12	37	3	1
PSPPH_A0035	15	27	10	2
PSPPH_A0037	9	17	4	1
PSPPH_A0039	2	6	1	0
PSPPH_A0040	18	67	14	6
PSPPH_A0042	280	417	161	93
PSPPH_A0043	7	13	9	0
PSPPH_A0044	3	17	2	0
PSPPH_A0045	1	30	1	1
PSPPH_A0047	97	140	59	28
PSPPH_A0048	181	298	127	38
PSPPH_A0049	26	55	15	12
PSPPH_A0050	20	43	18	5
PSPPH_A0051	19	30	2	4
PSPPH_A0052	13	26	2	1
PSPPH_A0053	6	5	1	1
PSPPH_A0055	36	51	19	6
hopAV1	146	245	64	31
PSPPH_A0059	9	15	8	1
PSPPH_A0060	9	14	6	3
PSPPH_A0061	93	171	28	20
PSPPH_A0062	291	451	80	38
PSPPH_A0063	38	167	13	4
PSPPH_A0064	71	337	60	28
PSPPH_A0065	12	70	3	5
PSPPH_A0066	63	215	18	4
PSPPH_A0067	2	111	4	1
PSPPH_A0068	28	54	16	8
PSPPH_A0069	60	120	26	7
PSPPH_A0070	16	23	7	4
PSPPH_A0071	0	0	0	0
PSPPH_A0072	0	0	0	0
PSPPH_A0073	0	0	0	0
PSPPH_A0074	0	0	0	0
hopW1-2	0	0	0	0
PSPPH_A0076	39	71	20	14
PSPPH_A0077	115	149	79	45
PSPPH_A0080	85	257	74	42
PSPPH_A0081	3	14	2	2
PSPPH_A0083	1	2	0	0
PSPPH_A0085	16	53	18	8
avrRps4	120	207	78	37
PSPPH_A0089	4	10	4	0
PSPPH_A0090	0	4	0	1
PSPPH_A0091	13	229	2	1
PSPPH_A0092	9	140	2	1
PSPPH_A0093	114	149	30	19
PSPPH_A0094	57	104	30	10
PSPPH_A0095	16	89	5	5
PSPPH_A0096	5	12	1	0
PSPPH_A0097	0	0	0	0
PSPPH_A0098	25	21	10	8
PSPPH_A0099	1	3	3	0
PSPPH_A0100	0	3	1	0
PSPPH_A0101	10	41	6	5
PSPPH_A0102	71	116	29	9
PSPPH_A0103	68	127	36	6
PSPPH_A0104	46	53	17	8
PSPPH_A0105	11	29	3	3
PSPPH_A0106	59	121	17	10
PSPPH_A0107	57	156	14	2
bioA2	84	286	24	7
PSPPH_A0109	33	148	12	4
PSPPH_A0110	39	144	10	2
PSPPH_A0111	0	2	0	0
PSPPH_A0112	23	164	8	4
avrD1	10	229	4	5
PSPPH_A0114	1	10	1	1
PSPPH_A0115	13	35	12	2
PSPPH_A0116	1	17	4	1
PSPPH_A0117	0	8	1	0
PSPPH_A0118	2	4	0	2
avrB2	46	212	31	21
hopAW1	26	151	17	8
PSPPH_A0123	4	14	0	0
PSPPH_A0125	21	43	10	4
PSPPH_A0126	8	19	7	3
hopAB1	260	403	106	54
PSPPH_A0128	1	0	0	0
PSPPH_A0129	127	233	73	32
PSPPH_A0130	12	30	10	2
PSPPH_A0132	0	0	0	0
PSPPH_A0133	335	452	70	36
PSPPH_A0134	0	0	0	0
PSPPH_A0135	75	149	38	12
PSPPH_A0136	95	154	43	16
stbC	76	121	26	13
PSPPH_A0138	237	388	135	68
PSPPH_A0139	124	195	95	32
PSPPH_A0140	58	122	67	23
PSPPH_A0141	25	47	12	7
PSPPH_A0142	266	386	112	40
PSPPH_A0143	1	8	2	0
PSPPH_A0144	6	21	4	0
PSPPH_A0145	91	137	13	11
PSPPH_A0146	5	16	1	3
PSPPH_A0147	25	45	10	5
PSPPH_A0148	49	96	17	8
PSPPH_A0149	2	16	6	3
PSPPH_B0001	0	1	1	0
PSPPH_B0002	13	41	6	2
rulA	17	21	6	5
rulB	27	29	12	4
PSPPH_B0005	0	0	0	0
PSPPH_B0006	0	0	0	0
PSPPH_B0007	0	0	0	0
PSPPH_B0008	0	0	0	0
PSPPH_B0009	0	0	0	0
PSPPH_B0010	0	0	0	0
PSPPH_B0011	9	13	7	2
PSPPH_B0012	0	0	0	0
PSPPH_B0013	0	0	0	0
PSPPH_B0014	0	0	0	0
PSPPH_B0015	0	0	0	0
txe	0	0	0	0
PSPPH_B0017	0	1	0	0
PSPPH_B0018	0	0	0	0
PSPPH_B0019	0	0	0	0
PSPPH_B0020	2	9	0	1
PSPPH_B0021	0	0	0	0
xre	21	49	11	4
PSPPH_B0023	2	5	0	0
PSPPH_B0024	0	2	0	0
PSPPH_B0025	1	15	2	0
PSPPH_B0026	0	1	0	0
PSPPH_B0027	0	0	0	0
PSPPH_B0028	6	18	1	0
PSPPH_B0029	11	17	1	0
PSPPH_B0030	7	1	1	0
PSPPH_B0031	10	20	4	0
PSPPH_B0032	0	3	0	0
PSPPH_B0033	0	6	0	0
PSPPH_B0034	2	17	2	1
PSPPH_B0035	14	20	3	3
PSPPH_B0036	1	12	0	0
PSPPH_B0037	4	8	0	1
PSPPH_B0038	0	2	0	0
PSPPH_B0039	0	0	0	0
PSPPH_B0040	0	0	0	0
PSPPH_B0041	2	8	0	1
PSPPH_B0042	0	5	0	0
topB2	7	41	3	1
PSPPH_B0044	0	0	0	0
PSPPH_B0045	0	11	1	0
PSPPH_B0046	0	3	1	0
PSPPH_B0047	0	0	0	0
PSPPH_B0048	0	0	0	0
PSPPH_B0049	0	0	0	0
PSPPH_B0050	8	40	4	0
PSPPH_B0051	0	0	0	0
PSPPH_B0052	0	0	0	0
PSPPH_B0053	0	0	0	0
PSPPH_B0054	0	0	0	0
PSPPH_B0055	0	0	0	0
PSPPH_B0056	0	0	0	0
PSPPH_B0057	0	0	0	0
PSPPH_B0058	0	0	0	0
PSPPH_B0059	0	0	0	0
PSPPH_B0060	0	0	0	0
PSPPH_0098	0	13	2	2
PSPPH_0572	4	1	2	0
PSPPH_0573	4	7	6	1
rrsA	0	0	0	0
PSPPH_0690	0	0	0	0
PSPPH_0691	0	0	0	0
rrlA	0	0	0	0
rrfA	0	1	0	0
PSPPH_0743	31	29	105	44
PSPPH_0744	0	0	0	0
PSPPH_0745	2	11	5	2
PSPPH_0746	8	6	10	6
rrsB	2	5	2	3
PSPPH_0879	0	0	0	0
PSPPH_0880	0	0	0	0
rrlB	0	0	1	0
rrfB	0	2	0	0
PSPPH_0948	2	3	1	0
PSPPH_0992	4	6	9	1
PSPPH_1298	0	3	0	0
PSPPH_1541	26	29	15	5
PSPPH_1572	2	1	9	2
PSPPH_1573	1	3	3	1
PSPPH_1665	9	17	13	2
PSPPH_1666	3	4	11	5
PSPPH_1667	1	6	4	2
PSPPH_1688	16	25	37	13
PSPPH_1689	2	1	2	0
PSPPH_1690	1	1	2	0
PSPPH_1846	5	9	17	11
PSPPH_1943	1	7	3	4
PSPPH_1944	5	5	3	0
PSPPH_1945	5	9	3	1
PSPPH_1946	0	0	0	0
PSPPH_2143	2	0	3	0
PSPPH_2331	3	1	1	2
PSPPH_2382	4	4	21	9
PSPPH_2401	3	4	3	5
PSPPH_2586	0	5	1	1
PSPPH_2985	0	7	2	0
PSPPH_3078	2	2	4	0
rrfC	0	2	0	0
rrlC	7	30	9	17
PSPPH_3133	0	0	0	0
PSPPH_3134	0	0	0	0
rrsC	0	3	6	1
PSPPH_3501	2	9	3	1
PSPPH_3507	0	3	1	4
PSPPH_3508	5	7	7	5
PSPPH_3509	20	23	41	15
PSPPH_3621	0	2	1	0
PSPPH_3622	5	2	10	2
PSPPH_3623	2	12	5	2
PSPPH_3624	1	0	1	2
PSPPH_3761	32	21	84	28
PSPPH_3762	21	29	42	25
PSPPH_3786	0	2	0	0
PSPPH_3787	0	2	1	1
PSPPH_3982	2	9	1	1
PSPPH_4192	5	4	13	3
PSPPH_4193	3	1	3	3
PSPPH_4216	23570	32251	20936	11273
PSPPH_4606	8	21	5	2
PSPPH_4607	8	11	16	4
PSPPH_4608	1	3	2	1
PSPPH_4609	58	101	63	20
rrfD	0	1	0	0
rrlD	0	2	1	5
PSPPH_4615	0	0	0	0
PSPPH_4616	0	0	0	0
rrsD	1	0	0	0
PSPPH_4687	5	6	1	1
PSPPH_4688	3	7	8	2
PSPPH_4932	8	2	4	0
PSPPH_4945	0	4	0	0
rrfE	1	4	1	0
rrlE	2	17	6	3
PSPPH_5094	0	0	0	0
PSPPH_5095	0	0	0	0
rrsE	0	1	4	3
